lat,lon,name,kind,category
55.6835730,12.5684612,,bicycle_parking,amenity
55.6857365,12.5658502,Larry vs Harry,bicycle,shop
55.6850457,12.5670935,Cykelstad,bicycle,shop
55.6846985,12.5666061,,bicycle_parking,amenity
55.6844622,12.5667234,,bicycle_parking,amenity
55.6831930,12.5680532,,bicycle_parking,amenity
55.6832096,12.5677971,,bicycle_parking,amenity
55.6831168,12.5664605,Max's Bike,bicycle,shop
55.6830440,12.5732840,Humac,electronics,shop
55.6839450,12.5721140,Lån & Spar Bank,bank,amenity
55.6822891,12.5707223,7-Eleven,convenience,shop
55.6988303,12.5604226,,climbing_wall,amenity
55.6955562,12.5510324,Døgnposten 108,vending_machine,amenity
55.6957878,12.5502193,Gastronomia Italiana 5,fast_food,amenity
55.6957346,12.5501595,K101 Frisør,hairdresser,shop
55.6643604,12.5967439,Cheungs Grill,fast_food,amenity
55.6782840,12.5738470,Next,clothes,shop
55.6816819,12.5598447,,fountain,amenity
55.6796492,12.5651623,,fountain,amenity
55.6815300,12.5602403,,fountain,amenity
55.6821757,12.5629626,Min Købmand,supermarket,shop
55.6879495,12.5601653,Beyti,fast_food,amenity
55.6680448,12.5546641,,vending_machine,amenity
55.6689659,12.5542998,,vending_machine,amenity
55.6684397,12.5542134,,vending_machine,amenity
55.6945011,12.5482907,7-Eleven,convenience,shop
55.6892219,12.5574424,7-Eleven,convenience,shop
55.6903974,12.5605754,7-Eleven,convenience,shop
55.6888362,12.5578023,Netto,supermarket,shop
55.6905424,12.5602583,Kaffeplantagen,cafe,amenity
55.6895156,12.5559980,SuperBrugsen,supermarket,shop
55.6923468,12.5521240,Accord,music,shop
55.6889134,12.5576278,Stereo Studio,music,shop
55.6932706,12.5336515,Aldi,supermarket,shop
55.6951782,12.5472556,Bog & Idé,books,shop
55.6936404,12.5334389,Borups Blomster,florist,shop
55.6936967,12.5321763,Det Gamle Posthus,pub,amenity
55.6919251,12.5383400,fakta,supermarket,shop
55.6929470,12.5347136,Indskudspubben,pub,amenity
55.6954261,12.5439351,Mønt Vaskeri,laundry,shop
55.6950421,12.5435864,Dimseriet,gift,shop
55.6958736,12.5459360,Vaskeri,laundry,shop
55.6958705,12.5444608,VinBaren,bar,amenity
55.6962395,12.5457858,Al Talal Slagter,butcher,shop
55.6880152,12.5606456,Kassen,bar,amenity
55.6878113,12.5613264,fakta,supermarket,shop
55.6874681,12.5622798,Emmerys,bakery,shop
55.6954760,12.5439859,Isværket,ice_cream,amenity
55.6960958,12.5475371,MUCKI BAR v/Cevdet Secilmis,pub,amenity
55.6646229,12.5477897,Elite Købmand,convenience,shop
55.6782863,12.6023065,,post_box,amenity
55.6781383,12.6025898,,bicycle_parking,amenity
55.6716608,12.5913566,,bicycle_parking,amenity
55.6731484,12.5925583,Hilbert,jewelry,shop
55.6718729,12.5920754,Restaurant Long Feng,restaurant,amenity
55.6727158,12.5942052,,toilets,amenity
55.6700252,12.5927029,,toilets,amenity
55.6918676,12.5449758,Meyers Bageri,bakery,shop
55.6677450,12.5975179,Goldstar Cykler,bicycle,shop
55.6858275,12.5656905,Søens Cykler,bicycle,shop
55.6860135,12.5647334,Nilen,artwork,tourism
55.6864671,12.5652001,Tiberen,artwork,tourism
55.6880410,12.5545244,Spidsroden,convenience,shop
55.6892134,12.5552352,,greengrocer,shop
55.6734209,12.5926377,,recycling,amenity
55.6863341,12.5704031,,bicycle_parking,amenity
55.6986416,12.5500265,,post_box,amenity
55.6730803,12.5897285,Christianshavn City Cykler,bicycle,shop
55.6717402,12.5923237,,atm,amenity
55.6736610,12.5933524,Pigen og blomsten,florist,shop
55.6707865,12.5939559,,bench,amenity
55.6721123,12.5923625,7-Eleven,convenience,shop
55.6776341,12.5808715,,toilets,amenity
55.6747258,12.5979809,Elite Købmand,convenience,shop
55.6748568,12.5989033,SERVICE KIOSKEN & SPILLEHAL,kiosk,amenity
55.6724572,12.5946262,Thirion,butcher,shop
55.6767591,12.5980103,,recycling,amenity
55.6752141,12.6023368,Spejdermuseet,museum,tourism
55.6729677,12.5899858,Cibi e Vini,craft,shop
55.6728632,12.5901564,Hairwerk,hairdresser,shop
55.6799557,12.5299005,Frederiksberg brandstation,fire_station,amenity
55.6737113,12.6012739,Christiania Cykler,bicycle,amenity
55.6587207,12.5917320,,bicycle_parking,amenity
55.6857133,12.5521334,7-Eleven,convenience,shop
55.6852151,12.5512094,Hi-Fi Klubben,hifi,shop
55.6727027,12.5873207,,toilets,amenity
55.6731438,12.5896106,Banekiosken,convenience,shop
55.6838784,12.5550927,Humac,computer,shop
55.6975748,12.5441360,7-Eleven,convenience,shop
55.6981502,12.5432218,Røverkøb,paint,shop
55.6948889,12.5492205,An-Bo Møbler,furniture,shop
55.6903906,12.5545029,Street-Cut,hairdresser,shop
55.6950612,12.5426355,,bench,amenity
55.6754737,12.5963794,Coco,hairdresser,shop
55.6747958,12.5977093,Christianshavns Købmanden,convenience,shop
55.6738961,12.5916847,,convenience,shop
55.6587664,12.6067881,Bank Nordik,bank,amenity
55.6586345,12.6069752,InkStation Amager,computer,shop
55.6735930,12.6014800,Månefiskeren,cafe,amenity
55.6597063,12.5916910,,vending_machine,amenity
55.6706445,12.5845792,,parking_entrance,amenity
55.6743480,12.5936263,,recycling,amenity
55.6748690,12.5914250,,convenience,shop
55.6741218,12.5912587,Mono,hairdresser,shop
55.6731151,12.5896668,Salon CPH,hairdresser,shop
55.6754822,12.5924697,Christianshavns Færgecafé,restaurant,amenity
55.6722402,12.5947617,Den Polske Købmand,convenience,shop
55.6733005,12.5939114,Christianshavn Døttreskole,school,amenity
55.6714573,12.5908979,Ozon,hairdresser,shop
55.6717728,12.5917844,Kræmmerhuset,hardware,shop
55.6704175,12.5857924,,convenience,shop
55.6766323,12.5414954,,atm,amenity
55.6729248,12.5907827,Goocha Organic,hairdresser,shop
55.6979338,12.5526473,Køkkenet,fast_food,amenity
55.6925538,12.5411252,Hafnia Cykler,bicycle,shop
55.6907745,12.5606134,"Huset, der regner",artwork,tourism
55.6907843,12.5606429,,fountain,amenity
55.6904178,12.5609732,Paradis,ice_cream,shop
55.6671939,12.5333436,,clock,amenity
55.6631289,12.5954582,,vending_machine,amenity
55.6642900,12.5968070,,vending_machine,amenity
55.6635592,12.5973515,,vending_machine,amenity
55.6640987,12.5959705,,information,tourism
55.6637416,12.5949889,,vending_machine,amenity
55.6661265,12.5764103,,post_box,amenity
55.6661537,12.5764628,,recycling,amenity
55.6685053,12.5576615,Mother,restaurant,amenity
55.6910950,12.5430863,,pillar,tourism
55.6842896,12.5822424,Davids Samling,museum,tourism
55.6739050,12.5534689,Irma,supermarket,shop
55.6896039,12.5985331,Frederik IX,artwork,tourism
55.6878879,12.5944428,,parking,amenity
55.6716950,12.5646205,København Cykler,bicycle,shop
55.6750330,12.5979174,,recycling,amenity
55.6691207,12.5526474,Kaffe,cafe,amenity
55.6943497,12.5476369,,bicycle_parking,amenity
55.6869993,12.5587270,Kates Joint,restaurant,amenity
55.6668363,12.5462605,Kaffeslabberasen,cafe,amenity
55.6692738,12.5556966,Absalons Have,kindergarten,amenity
55.6743379,12.5603177,Fri BikeShop Urania,bicycle,shop
55.6876448,12.5594632,Harbo Bar,bar,amenity
55.6886382,12.5618443,Cafe Mellemrummet,cafe,amenity
55.6616338,12.5311699,,information,tourism
55.6865764,12.5497545,Aldi,supermarket,shop
55.6954525,12.6095487,Halvandet,bar,amenity
55.6727811,12.6001646,Café Nemoland,cafe,amenity
55.6731791,12.5902746,,post_box,amenity
55.6752712,12.5920792,,post_box,amenity
55.6713919,12.5926586,,post_box,amenity
55.6634266,12.5863458,fakta Q,convenience,shop
55.6787751,12.5803397,Toga Vinstue,bar,amenity
55.6982566,12.5995991,Det Genmodificerede Paradis,artwork,tourism
55.6935821,12.5999537,Svømmeren,artwork,tourism
55.7032085,12.7297442,,ferry_terminal,amenity
55.6857251,12.5372834,Camilla Cykler,bicycle,shop
55.6869115,12.5401719,Falcon cykler,bicycle,shop
55.6882961,12.5813831,Gefion Gymnasium,school,amenity
55.6907112,12.5718436,Søgade cykler,bicycle,shop
55.6784813,12.5796021,Copenhagen City Bike parking stand,bicycle_rental,amenity
55.6805322,12.5873290,Copenhagen City Bike,bicycle_rental,amenity
55.6807409,12.5876187,,bicycle_parking,amenity
55.6808574,12.5875758,,taxi,amenity
55.6810174,12.5864566,,taxi,amenity
55.6811024,12.5849848,,taxi,amenity
55.6788196,12.5793429,,toilets,amenity
55.6859226,12.5974076,David,artwork,tourism
55.6762730,12.5425750,,atm,amenity
55.6641321,12.6022422,P E Larsen,butcher,shop
55.6643689,12.6023365,Skjold Burne,alcohol,shop
55.6643102,12.6032096,Jaguaren,bar,amenity
55.6645210,12.6030950,Blomsterhuset,florist,shop
55.6643550,12.6034440,Top Klip,hairdresser,shop
55.6645790,12.6045270,Bootleggers Craft Beer Bar,pub,amenity
55.6651390,12.6061850,Ama'r Cykel-service,bicycle,shop
55.6664940,12.6139740,,atm,amenity
55.6669840,12.6163560,John's Kro,pub,amenity
55.6969378,12.5371984,PP Profesionel Paint,paint,shop
55.6990567,12.5434442,,bicycle_parking,amenity
55.6704755,12.5529726,,bicycle_parking,amenity
55.6697494,12.5473480,,bicycle_parking,amenity
55.6697177,12.5461786,,bicycle_parking,amenity
55.6706359,12.5527335,,bicycle_parking,amenity
55.6707765,12.5527069,,bicycle_parking,amenity
55.6704922,12.5444110,,bicycle_parking,amenity
55.6703212,12.5442474,,bicycle_parking,amenity
55.6710299,12.5438960,,bicycle_parking,amenity
55.6702987,12.5445950,,bicycle_parking,amenity
55.6695619,12.5451486,,bicycle_parking,amenity
55.6637256,12.5423296,,bicycle_parking,amenity
55.6646530,12.5479059,,bicycle_parking,amenity
55.6646893,12.5480535,,bicycle_parking,amenity
55.6640948,12.5485161,,bicycle_parking,amenity
55.6643172,12.5484625,,bicycle_parking,amenity
55.6641598,12.5457629,,bicycle_parking,amenity
55.6644299,12.5483794,,bicycle_parking,amenity
55.6654972,12.5514813,,bicycle_parking,amenity
55.6645532,12.5490888,,bicycle_parking,amenity
55.6653716,12.5513071,,bicycle_parking,amenity
55.6657392,12.5512131,,bicycle_parking,amenity
55.6653187,12.5513313,,bicycle_parking,amenity
55.6648905,12.5487455,,bicycle_parking,amenity
55.6656106,12.5513848,,bicycle_parking,amenity
55.6652203,12.5516986,,bicycle_parking,amenity
55.6653883,12.5515779,,bicycle_parking,amenity
55.6650766,12.5515457,,bicycle_parking,amenity
55.6652975,12.5516986,,bicycle_parking,amenity
55.6648164,12.5521385,,bicycle_parking,amenity
55.6661280,12.5521519,,bicycle_parking,amenity
55.6654125,12.5530075,,bicycle_parking,amenity
55.6661643,12.5533991,,bicycle_parking,amenity
55.6662401,12.5534248,,bicycle_parking,amenity
55.6654654,12.5544233,,bicycle_parking,amenity
55.6649670,12.5546728,,bicycle_parking,amenity
55.6655229,12.5543589,,bicycle_parking,amenity
55.6656606,12.5542275,,bicycle_parking,amenity
55.6654344,12.5544528,,bicycle_parking,amenity
55.6655494,12.5543375,,bicycle_parking,amenity
55.6655146,12.5552736,,bicycle_parking,amenity
55.6660191,12.5541524,,bicycle_parking,amenity
55.6651478,12.5545051,,bicycle_parking,amenity
55.6656349,12.5542651,,bicycle_parking,amenity
55.6653565,12.5545252,,bicycle_parking,amenity
55.6652847,12.5545816,,bicycle_parking,amenity
55.6654019,12.5544770,,bicycle_parking,amenity
55.6655887,12.5564618,,bicycle_parking,amenity
55.6654707,12.5560997,,bicycle_parking,amenity
55.6651145,12.5568816,,bicycle_parking,amenity
55.6651183,12.5565490,,bicycle_parking,amenity
55.6651372,12.5571619,,bicycle_parking,amenity
55.6651069,12.5566724,,bicycle_parking,amenity
55.6651197,12.5569661,,bicycle_parking,amenity
55.6658028,12.5558154,,bicycle_parking,amenity
55.6653642,12.5576895,,bicycle_parking,amenity
55.6658936,12.5556317,,bicycle_parking,amenity
55.6661236,12.5544428,,bicycle_parking,amenity
55.6655948,12.5569875,,bicycle_parking,amenity
55.6656621,12.5565986,,bicycle_parking,amenity
55.6665811,12.5541994,,bicycle_parking,amenity
55.6664692,12.5543013,,bicycle_parking,amenity
55.6663187,12.5544984,,bicycle_parking,amenity
55.6805752,12.5601333,,bicycle_parking,amenity
55.6749182,12.5590832,,bicycle_parking,amenity
55.6744834,12.5589437,,bicycle_parking,amenity
55.6734201,12.5501863,,bicycle_parking,amenity
55.6777646,12.5586474,,bicycle_parking,amenity
55.6739714,12.5565270,,bicycle_parking,amenity
55.6742247,12.5575382,,bicycle_parking,amenity
55.6779854,12.5587225,,bicycle_parking,amenity
55.6794047,12.5615937,,bicycle_parking,amenity
55.6786803,12.5609527,,bicycle_parking,amenity
55.6791793,12.5614677,,bicycle_parking,amenity
55.6790992,12.5625754,,bicycle_parking,amenity
55.6791385,12.5620900,,bicycle_parking,amenity
55.6797374,12.5616903,,bicycle_parking,amenity
55.6793064,12.5616608,,bicycle_parking,amenity
55.6790236,12.5616528,,bicycle_parking,amenity
55.6800156,12.5617493,,bicycle_parking,amenity
55.6784504,12.5608856,,bicycle_parking,amenity
55.6789631,12.5610090,,bicycle_parking,amenity
55.6796376,12.5630797,,bicycle_parking,amenity
55.6776489,12.5629375,,bicycle_parking,amenity
55.6773320,12.5626733,,bicycle_parking,amenity
55.6772466,12.5626224,,bicycle_parking,amenity
55.6771710,12.5625620,,bicycle_parking,amenity
55.6769328,12.5624467,,bicycle_parking,amenity
55.6770885,12.5625137,,bicycle_parking,amenity
55.6777804,12.5630341,,bicycle_parking,amenity
55.6770137,12.5624829,,bicycle_parking,amenity
55.6767876,12.5623783,,bicycle_parking,amenity
55.6759043,12.5621959,,bicycle_parking,amenity
55.6757501,12.5621865,,bicycle_parking,amenity
55.6756729,12.5621972,,bicycle_parking,amenity
55.6758310,12.5621852,,bicycle_parking,amenity
55.6760427,12.5617279,,bicycle_parking,amenity
55.6773025,12.5622267,,bicycle_parking,amenity
55.6758726,12.5618137,,bicycle_parking,amenity
55.6773757,12.5621836,,bicycle_parking,amenity
55.6770931,12.5621516,,bicycle_parking,amenity
55.6748116,12.5609500,,bicycle_parking,amenity
55.6775264,12.5617922,,bicycle_parking,amenity
55.6760283,12.5606965,,bicycle_parking,amenity
55.6748600,12.5604122,,bicycle_parking,amenity
55.6750746,12.5610155,,bicycle_parking,amenity
55.6749747,12.5608050,,bicycle_parking,amenity
55.6774878,12.5619921,,bicycle_parking,amenity
55.6765910,12.5609715,,bicycle_parking,amenity
55.6750829,12.5618975,,bicycle_parking,amenity
55.6751700,12.5617024,,bicycle_parking,amenity
55.6750468,12.5621905,,bicycle_parking,amenity
55.6743934,12.5621275,,bicycle_parking,amenity
55.6744675,12.5623716,,bicycle_parking,amenity
55.6742300,12.5622133,,bicycle_parking,amenity
55.6750921,12.5621691,,bicycle_parking,amenity
55.6748191,12.5619545,,bicycle_parking,amenity
55.6742656,12.5625218,,bicycle_parking,amenity
55.6710545,12.5725288,,bicycle_parking,amenity
55.6728013,12.5576916,,bicycle_parking,amenity
55.6742299,12.5605160,,bicycle_parking,amenity
55.6729079,12.5581998,,bicycle_parking,amenity
55.6735583,12.5609022,,bicycle_parking,amenity
55.6734313,12.5605589,,bicycle_parking,amenity
55.6729556,12.5584145,,bicycle_parking,amenity
55.6728164,12.5577707,,bicycle_parking,amenity
55.6745445,12.5605777,,bicycle_parking,amenity
55.6729896,12.5585606,,bicycle_parking,amenity
55.6728452,12.5579183,,bicycle_parking,amenity
55.6740679,12.5608594,,bicycle_parking,amenity
55.6741405,12.5608058,,bicycle_parking,amenity
55.6740937,12.5605857,,bicycle_parking,amenity
55.6728709,12.5580188,,bicycle_parking,amenity
55.6731182,12.5591159,,bicycle_parking,amenity
55.6740544,12.5618437,,bicycle_parking,amenity
55.6737368,12.5612965,,bicycle_parking,amenity
55.6731620,12.5593197,,bicycle_parking,amenity
55.6731424,12.5592097,,bicycle_parking,amenity
55.6732482,12.5597355,,bicycle_parking,amenity
55.6733375,12.5601110,,bicycle_parking,amenity
55.6724505,12.5558147,,bicycle_parking,amenity
55.6737701,12.5568427,,bicycle_parking,amenity
55.6735470,12.5569795,,bicycle_parking,amenity
55.6724820,12.5560711,,bicycle_parking,amenity
55.6736143,12.5569393,,bicycle_parking,amenity
55.6725172,12.5563062,,bicycle_parking,amenity
55.6736672,12.5569097,,bicycle_parking,amenity
55.6734834,12.5570063,,bicycle_parking,amenity
55.6726077,12.5536267,,bicycle_parking,amenity
55.6726553,12.5531265,,bicycle_parking,amenity
55.6726984,12.5526208,,bicycle_parking,amenity
55.6726924,12.5527228,,bicycle_parking,amenity
55.6727113,12.5524264,,bicycle_parking,amenity
55.6727037,12.5525525,,bicycle_parking,amenity
55.6726855,12.5528113,,bicycle_parking,amenity
55.6727166,12.5523352,,bicycle_parking,amenity
55.6726342,12.5533196,,bicycle_parking,amenity
55.6726795,12.5529294,,bicycle_parking,amenity
55.6727354,12.5520508,,bicycle_parking,amenity
55.6726417,12.5494841,,bicycle_parking,amenity
55.6718423,12.5462426,,bicycle_parking,amenity
55.6717184,12.5466663,,bicycle_parking,amenity
55.6727695,12.5512154,,bicycle_parking,amenity
55.6727521,12.5518201,,bicycle_parking,amenity
55.6727786,12.5513965,,bicycle_parking,amenity
55.6727589,12.5510357,,bicycle_parking,amenity
55.6727445,12.5519355,,bicycle_parking,amenity
55.6727741,12.5513187,,bicycle_parking,amenity
55.6671852,12.5554277,,bicycle_parking,amenity
55.6664734,12.5560902,,bicycle_parking,amenity
55.6662775,12.5562686,,bicycle_parking,amenity
55.6673039,12.5564014,,bicycle_parking,amenity
55.6661012,12.5566307,,bicycle_parking,amenity
55.6667465,12.5560084,,bicycle_parking,amenity
55.6665558,12.5550375,,bicycle_parking,amenity
55.6674915,12.5562203,,bicycle_parking,amenity
55.6662268,12.5565195,,bicycle_parking,amenity
55.6666103,12.5551126,,bicycle_parking,amenity
55.6677350,12.5560031,,bicycle_parking,amenity
55.6652873,12.5589884,,bicycle_parking,amenity
55.6700638,12.5643085,,bicycle_parking,amenity
55.6701939,12.5646653,,bicycle_parking,amenity
55.6709427,12.5663202,,bicycle_parking,amenity
55.6707370,12.5657623,,bicycle_parking,amenity
55.6706311,12.5654941,,bicycle_parking,amenity
55.6710773,12.5666796,,bicycle_parking,amenity
55.6706462,12.5610912,,bicycle_parking,amenity
55.6714222,12.5637560,,bicycle_parking,amenity
55.6715840,12.5642012,,bicycle_parking,amenity
55.6711076,12.5617229,,bicycle_parking,amenity
55.6710350,12.5618008,,bicycle_parking,amenity
55.6690715,12.5582065,,bicycle_parking,amenity
55.6685391,12.5547277,,bicycle_parking,amenity
55.6689384,12.5545292,,bicycle_parking,amenity
55.6680989,12.5549235,,bicycle_parking,amenity
55.6687115,12.5574233,,bicycle_parking,amenity
55.6680217,12.5539391,,bicycle_parking,amenity
55.6684301,12.5538372,,bicycle_parking,amenity
55.6688416,12.5537192,,bicycle_parking,amenity
55.6673796,12.5378596,,bicycle_parking,amenity
55.6642996,12.5399463,,bicycle_parking,amenity
55.6643676,12.5392677,,bicycle_parking,amenity
55.6646838,12.5403219,,bicycle_parking,amenity
55.6649743,12.5400469,,bicycle_parking,amenity
55.6649433,12.5402789,,bicycle_parking,amenity
55.6686866,12.5402199,,bicycle_parking,amenity
55.6643888,12.5401636,,bicycle_parking,amenity
55.6670529,12.5377992,,bicycle_parking,amenity
55.6660394,12.5401340,,bicycle_parking,amenity
55.6671709,12.5378193,,bicycle_parking,amenity
55.6647678,12.5403688,,bicycle_parking,amenity
55.6644508,12.5387340,,bicycle_parking,amenity
55.6648003,12.5384389,,bicycle_parking,amenity
55.6652284,12.5387085,,bicycle_parking,amenity
55.6649622,12.5384953,,bicycle_parking,amenity
55.6661748,12.5401758,,bicycle_parking,amenity
55.6643177,12.5396272,,bicycle_parking,amenity
55.6658419,12.5409616,,bicycle_parking,amenity
55.6645575,12.5402615,,bicycle_parking,amenity
55.6644781,12.5385945,,bicycle_parking,amenity
55.6643510,12.5394314,,bicycle_parking,amenity
55.6652874,12.5396406,,bicycle_parking,amenity
55.6652776,12.5388614,,bicycle_parking,amenity
55.6645310,12.5387072,,bicycle_parking,amenity
55.6692579,12.5403383,,bicycle_parking,amenity
55.6651672,12.5400992,,bicycle_parking,amenity
55.6672329,12.5378354,,bicycle_parking,amenity
55.6654107,12.5407255,,bicycle_parking,amenity
55.6654690,12.5441909,,bicycle_parking,amenity
55.6653896,12.5439616,,bicycle_parking,amenity
55.6654750,12.5440568,,bicycle_parking,amenity
55.6657153,12.5434042,,bicycle_parking,amenity
55.6651853,12.5438181,,bicycle_parking,amenity
55.6636267,12.5395588,,bicycle_parking,amenity
55.6636237,12.5394556,,bicycle_parking,amenity
55.6636214,12.5393389,,bicycle_parking,amenity
55.6636206,12.5392222,,bicycle_parking,amenity
55.6642341,12.5440019,,bicycle_parking,amenity
55.6645049,12.5436505,,bicycle_parking,amenity
55.6642455,12.5425924,,bicycle_parking,amenity
55.6643612,12.5437672,,bicycle_parking,amenity
55.6646244,12.5428178,,bicycle_parking,amenity
55.6643317,12.5426367,,bicycle_parking,amenity
55.6646812,12.5428539,,bicycle_parking,amenity
55.6646260,12.5435650,,bicycle_parking,amenity
55.6642099,12.5438638,,bicycle_parking,amenity
55.6650306,12.5454664,,bicycle_parking,amenity
55.6653922,12.5447140,,bicycle_parking,amenity
55.6652538,12.5442446,,bicycle_parking,amenity
55.6646599,12.5437407,,bicycle_parking,amenity
55.6645548,12.5438396,,bicycle_parking,amenity
55.6650654,12.5452920,,bicycle_parking,amenity
55.6649353,12.5435902,,bicycle_parking,amenity
55.6647666,12.5436237,,bicycle_parking,amenity
55.6647402,12.5434829,,bicycle_parking,amenity
55.6657984,12.5451257,,bicycle_parking,amenity
55.6657681,12.5453403,,bicycle_parking,amenity
55.6662053,12.5441829,,bicycle_parking,amenity
55.6653113,12.5463126,,bicycle_parking,amenity
55.6653302,12.5459143,,bicycle_parking,amenity
55.6654346,12.5465500,,bicycle_parking,amenity
55.6665866,12.5484490,,bicycle_parking,amenity
55.6657855,12.5485965,,bicycle_parking,amenity
55.6660488,12.5493905,,bicycle_parking,amenity
55.6667462,12.5492027,,bicycle_parking,amenity
55.6681144,12.5511889,,bicycle_parking,amenity
55.6673596,12.5512613,,bicycle_parking,amenity
55.6677590,12.5490163,,bicycle_parking,amenity
55.6671251,12.5513149,,bicycle_parking,amenity
55.6683800,12.5511654,,bicycle_parking,amenity
55.6668876,12.5513391,,bicycle_parking,amenity
55.6670177,12.5513176,,bicycle_parking,amenity
55.6672431,12.5512828,,bicycle_parking,amenity
55.6674988,12.5512291,,bicycle_parking,amenity
55.6753425,12.5646731,,bicycle_parking,amenity
55.6767770,12.5639475,,bicycle_parking,amenity
55.6757305,12.5642828,,bicycle_parking,amenity
55.6765086,12.5639100,,bicycle_parking,amenity
55.6750529,12.5649829,,bicycle_parking,amenity
55.6763112,12.5664259,,bicycle_parking,amenity
55.6761252,12.5643311,,bicycle_parking,amenity
55.6769011,12.5648327,,bicycle_parking,amenity
55.6754514,12.5645658,,bicycle_parking,amenity
55.6751104,12.5649333,,bicycle_parking,amenity
55.6781140,12.5644277,,bicycle_parking,amenity
55.6756412,12.5643740,,bicycle_parking,amenity
55.6764549,12.5640749,,bicycle_parking,amenity
55.6751799,12.5648582,,bicycle_parking,amenity
55.6779295,12.5642238,,bicycle_parking,amenity
55.6752692,12.5647603,,bicycle_parking,amenity
55.6767831,12.5637169,,bicycle_parking,amenity
55.6769253,12.5638242,,bicycle_parking,amenity
55.6836054,12.5729417,Taffelbay,bakery,shop
55.6711210,12.5662526,,bicycle_parking,amenity
55.6712367,12.5665503,,bicycle_parking,amenity
55.6700364,12.5763230,,bicycle_parking,amenity
55.6627251,12.5616486,,bicycle_parking,amenity
55.6708502,12.5654332,,bicycle_parking,amenity
55.6630549,12.5621904,,bicycle_parking,amenity
55.6710226,12.5659723,,bicycle_parking,amenity
55.6709183,12.5656867,,bicycle_parking,amenity
55.6721072,12.5669218,,bicycle_parking,amenity
55.6742595,12.5642181,,bicycle_parking,amenity
55.6725035,12.5670559,,bicycle_parking,amenity
55.6727183,12.5668440,,bicycle_parking,amenity
55.6728678,12.5709813,,bicycle_parking,amenity
55.6729019,12.5710632,,bicycle_parking,amenity
55.6748220,12.5691802,,bicycle_parking,amenity
55.6751786,12.5666200,,bicycle_parking,amenity
55.6749483,12.5658328,,bicycle_parking,amenity
55.6730804,12.5713139,,bicycle_parking,amenity
55.6754731,12.5675039,,bicycle_parking,amenity
55.6733239,12.5716211,,bicycle_parking,amenity
55.6727226,12.5705535,,bicycle_parking,amenity
55.6754108,12.5672925,,bicycle_parking,amenity
55.6720193,12.5686519,,bicycle_parking,amenity
55.6713190,12.5723828,,bicycle_parking,amenity
55.6708788,12.5728897,,bicycle_parking,amenity
55.6700726,12.5709666,,bicycle_parking,amenity
55.6685206,12.5720904,,bicycle_parking,amenity
55.6711889,12.5722111,,bicycle_parking,amenity
55.6697746,12.5714548,,bicycle_parking,amenity
55.6706867,12.5733216,,bicycle_parking,amenity
55.6713296,12.5716264,,bicycle_parking,amenity
55.6711314,12.5715272,,bicycle_parking,amenity
55.6695477,12.5707708,,bicycle_parking,amenity
55.6689804,12.5705294,,bicycle_parking,amenity
55.6711238,12.5724043,,bicycle_parking,amenity
55.6688276,12.5720422,,bicycle_parking,amenity
55.6715262,12.5733323,,bicycle_parking,amenity
55.6716457,12.5727382,,bicycle_parking,amenity
55.6716669,12.5712885,,bicycle_parking,amenity
55.6709212,12.5737320,,bicycle_parking,amenity
55.6713961,12.5736032,,bicycle_parking,amenity
55.6716056,12.5731848,,bicycle_parking,amenity
55.6714936,12.5733966,,bicycle_parking,amenity
55.6717803,12.5728656,,bicycle_parking,amenity
55.6715988,12.5714628,,bicycle_parking,amenity
55.6726372,12.5736729,,bicycle_parking,amenity
55.6721864,12.5744294,,bicycle_parking,amenity
55.6710951,12.5768152,,bicycle_parking,amenity
55.6725608,12.5738339,,bicycle_parking,amenity
55.6720866,12.5746332,,bicycle_parking,amenity
55.6719497,12.5642906,,bicycle_parking,amenity
55.6720617,12.5642128,,bicycle_parking,amenity
55.6717909,12.5644998,,bicycle_parking,amenity
55.6718877,12.5643870,,bicycle_parking,amenity
55.6726334,12.5635261,,bicycle_parking,amenity
55.6722205,12.5639633,,bicycle_parking,amenity
55.6720964,12.5641565,,bicycle_parking,amenity
55.6720458,12.5611658,,bicycle_parking,amenity
55.6734305,12.5617800,,bicycle_parking,amenity
55.6701906,12.5599400,,bicycle_parking,amenity
55.6702707,12.5601197,,bicycle_parking,amenity
55.6702806,12.5597147,,bicycle_parking,amenity
55.6704273,12.5600876,,bicycle_parking,amenity
55.6702269,12.5600406,,bicycle_parking,amenity
55.6695053,12.5583468,,bicycle_parking,amenity
55.6690228,12.5573370,,bicycle_parking,amenity
55.6689055,12.5571733,,bicycle_parking,amenity
55.6677967,12.5531540,,bicycle_parking,amenity
55.6683935,12.5499005,,bicycle_parking,amenity
55.6706096,12.5498978,,bicycle_parking,amenity
55.6689615,12.5529059,,bicycle_parking,amenity
55.6706852,12.5498978,,bicycle_parking,amenity
55.6722825,12.5489644,,bicycle_parking,amenity
55.6720828,12.5482563,,bicycle_parking,amenity
55.6679994,12.5531299,,bicycle_parking,amenity
55.6683080,12.5559100,,bicycle_parking,amenity
55.6686340,12.5566020,,bicycle_parking,amenity
55.6684457,12.5561823,,bicycle_parking,amenity
55.6703101,12.5498710,,bicycle_parking,amenity
55.6682899,12.5560763,,bicycle_parking,amenity
55.6668770,12.5458927,,recycling,amenity
55.6664080,12.5516742,,recycling,amenity
55.6696613,12.5418133,,recycling,amenity
